"","p-value","R-squared","p.valor_beta0","p.valor_B73_PvsB73_noP","p.valor_MICH_noPvsB73_noP","p.valor_MICH_PvsB73_noP","p.valor_Time","p.valor_TimexB73_P","p.valor_TimexMICH_noP","p.valor_TimexMICH_P","p.valor_Time2","p.valor_Time2xB73_P","p.valor_Time2xMICH_noP","p.valor_Time2xMICH_P","p.valor_Time3","p.valor_Time3xB73_P","p.valor_Time3xMICH_noP","p.valor_Time3xMICH_P"
"Zm00001eb045750",9.9191314731248e-10,0.708206819311706,NA,NA,NA,NA,NA,NA,NA,NA,1.95588401445068e-11,3.01005994138568e-07,4.47981575807158e-05,2.17926361972638e-08,NA,NA,NA,NA
"Zm00001eb046960",1.42131586018421e-08,0.663239482573837,5.79479868813584e-07,NA,NA,NA,NA,NA,NA,NA,NA,4.53460197374956e-08,0.000457619130427093,3.27101579402519e-08,1.32474966987191e-09,NA,NA,NA
"Zm00001eb047200",7.03255496518902e-08,0.632834587135513,NA,NA,NA,NA,5.26087489600165e-09,NA,NA,NA,NA,NA,NA,0.000156293916381112,NA,0.000130600056702068,0.0378596883549346,NA
"Zm00001eb047260",2.55462490414149e-07,0.606221650030675,0.0353036833614665,NA,NA,NA,6.5167779060899e-09,NA,NA,NA,NA,5.77544322638874e-06,8.5270119666287e-05,3.43697074179552e-07,NA,NA,NA,NA
"Zm00001eb047630",6.48074946186072e-09,0.677203525133879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5304971689383e-10,1.57492342478836e-08,4.99066500056417e-06,1.13206637961475e-08
"Zm00001eb047740",2.24680479792417e-08,0.654809345311042,1.53415778541725e-14,NA,NA,NA,NA,2.50099188882792e-07,7.0419289332561e-05,5.34801545969503e-09,1.45055690629013e-08,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb048410",1.10343635094176e-10,0.805012035545404,0.0151054165993734,0.826426828955097,NA,0.00310170320755396,3.52612377467585e-10,NA,0.0101395574897284,3.29356647886044e-07,NA,1.96669866781561e-06,NA,NA,NA,NA,0.000236965407460059,NA
"Zm00001eb048730",7.54836014974593e-09,0.674539703759014,0.000664522957858557,NA,NA,NA,5.56562080123154e-10,NA,8.31469854967514e-05,NA,NA,1.78339559587346e-08,NA,1.71714965586654e-08,NA,NA,NA,NA
"Zm00001eb048840",2.01048673102545e-12,0.739885201682207,4.30125747845092e-11,NA,8.48378484020888e-07,5.40181281570456e-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb049240",8.04958715966527e-09,0.673409848330505,0.0263645718242064,NA,NA,NA,2.0292649863859e-10,NA,0.00257833111513461,NA,NA,8.99201760769023e-07,NA,NA,NA,NA,NA,1.99213330005815e-07
"Zm00001eb049310",5.79740040785587e-09,0.706296617701983,9.46492408954506e-12,0.0944186833407694,0.00767011737745344,NA,0.000339419760415312,0.0198343149735487,NA,2.74935431196457e-09,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb050070",5.70109931342119e-12,0.799890376193534,NA,NA,NA,NA,0.736730423394376,NA,NA,NA,0.00996137604906791,5.37617319219455e-12,1.38077038042028e-06,7.41178709385417e-12,NA,NA,NA,NA
"Zm00001eb050520",1.11174652450414e-07,0.653436178214847,3.1129826277572e-14,0.00212849624937528,1.49034468932124e-05,4.36763583270755e-08,NA,0.264745072206811,0.0263288691419218,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb050530",8.32810380318416e-08,0.629456163393858,0.0308530096394727,NA,NA,NA,1.20726968106936e-09,NA,NA,NA,NA,NA,0.000211998502979186,NA,NA,3.27348366398215e-06,NA,1.64878985902185e-05
"Zm00001eb052690",5.59929561943279e-10,0.742119451370728,1.78066480186571e-18,NA,0.0596787728889877,2.61737390031303e-07,NA,1.21735119632815e-07,0.0284034255607435,NA,NA,NA,NA,NA,2.7902629720328e-08,NA,NA,NA
"Zm00001eb052840",6.63390185157367e-08,0.633993106934305,0.000554226976810113,NA,NA,NA,1.0940223441651e-07,NA,NA,NA,NA,3.59948028784064e-06,0.2869897562665,2.91792275695065e-06,NA,NA,NA,NA
"Zm00001eb053010",1.45013306526059e-07,0.61814475129356,4.17812095092257e-18,NA,1.61310398740517e-05,NA,NA,7.50504130720092e-08,NA,NA,NA,NA,NA,3.37808655613545e-08,0.000138188331305181,NA,NA,NA
"Zm00001eb053420",4.11348115290722e-07,0.655084227885318,0.000162874871249766,NA,0.00494863482696305,2.26956415348831e-07,0.0063186300481054,1.1923009370358e-06,NA,NA,0.0142923949500691,NA,NA,NA,0.0234182688200269,NA,NA,NA
"Zm00001eb053860",1.10155688036731e-11,0.770699957316557,0.000821584286771393,NA,NA,NA,9.92109810049428e-13,NA,NA,NA,NA,3.55928681431012e-09,0.000941541097469027,2.22977308237232e-09,NA,NA,NA,NA
"Zm00001eb054590",1.36430052727956e-09,0.703166304706975,1.22168936154354e-17,NA,NA,7.95431294534124e-07,2.96236376531397e-07,2.20390171562469e-07,0.660961553380442,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb054800",7.10226851714113e-08,0.632638382571594,NA,NA,NA,NA,1.35698759452195e-09,NA,NA,NA,NA,NA,NA,6.2174429471024e-06,NA,0.000108449971811889,0.000248038093301884,NA
"Zm00001eb054810",5.62576353708187e-10,0.716957933813365,2.3086813470518e-17,NA,0.000805169935006063,8.68849584613348e-09,3.97482151667684e-09,NA,NA,NA,NA,2.46903238630142e-06,NA,NA,NA,NA,NA,NA
"Zm00001eb054950",5.29019082434289e-09,0.680714340047422,NA,NA,NA,NA,6.68667493487074e-10,NA,NA,NA,NA,2.91298204561188e-07,0.00334123305586758,NA,NA,NA,NA,1.72985590057362e-08
"Zm00001eb056320",1.97596555174558e-07,0.611677643920235,NA,NA,NA,NA,8.70922900604346e-09,NA,NA,NA,NA,6.38760725184407e-05,NA,1.42618552184971e-06,NA,NA,0.00381167321976158,NA
"Zm00001eb056990",4.54576712785342e-11,0.775600730559051,NA,NA,NA,5.64896493837292e-09,0.000185831205524034,0.000196842950109208,0.00324763612444312,NA,NA,NA,NA,NA,0.0167593306710236,NA,NA,NA
"Zm00001eb057040",4.33376899216954e-12,0.781840717539449,NA,NA,NA,NA,1.04982307075188e-12,NA,NA,NA,NA,1.71472792057303e-10,NA,1.75119603217216e-11,NA,NA,6.72889833369692e-05,NA
"Zm00001eb057750",8.89914224674697e-09,0.640566903914724,4.05701317592731e-12,NA,NA,4.6891046223114e-10,NA,NA,0.0126688451213792,NA,NA,0.000299785234366436,NA,NA,NA,NA,NA,NA
"Zm00001eb058260",1.46977608273218e-07,0.617865883766819,0.0253737530145333,NA,NA,NA,2.68143946500965e-08,NA,NA,8.36009976821194e-07,NA,3.57470095714848e-07,NA,NA,NA,NA,0.00356664131838815,NA
"Zm00001eb058550",5.55052466574545e-11,0.749993715408345,0.000146620968632196,NA,NA,8.97566269903504e-09,0.000512013633490099,7.52207688767558e-07,0.00994515571673979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb058620",5.48444208195182e-08,0.63774412311221,9.82885116965856e-05,NA,0.000669918900633492,NA,1.59694273564834e-05,1.39082611769216e-08,NA,2.91174632209172e-08,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb058750",7.08865001961433e-08,0.632676567781309,3.5578069463034e-22,NA,NA,2.43262301899578e-07,NA,0.000123839549351923,NA,NA,NA,NA,0.0263076054075323,NA,3.11560423273546e-07,NA,NA,NA
"Zm00001eb059030",3.30507835235374e-08,0.647533998512784,1.61922554924803e-06,NA,NA,NA,NA,NA,NA,NA,1.14103589547097e-09,2.2028566412176e-07,3.39789940179571e-05,3.31861420661916e-08,NA,NA,NA,NA
"Zm00001eb060020",2.88289478180963e-08,0.650128267663853,NA,NA,NA,NA,1.31116785251992e-09,5.83777389241289e-07,0.000828380306791602,NA,NA,NA,NA,2.24175846217954e-07,NA,NA,NA,NA
"Zm00001eb060500",6.49894759564809e-08,0.634400219695717,NA,NA,NA,NA,1.0964388114367e-08,NA,NA,NA,NA,0.000197026488657937,0.00477796904081689,7.79327293745467e-08,NA,NA,NA,NA
"Zm00001eb060540",1.05696910315693e-15,0.842375618572781,8.86814865024316e-08,NA,5.79685971923498e-12,1.35189184355228e-13,NA,NA,NA,NA,NA,NA,NA,0.00982147720604127,NA,NA,NA,NA
"Zm00001eb061140",6.96876576476286e-12,0.776238668500394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.62547488713191e-13,4.50745402701631e-11,3.33813877243439e-07,1.32625937195063e-11
"Zm00001eb061160",4.82659610592774e-09,0.682287653722574,NA,NA,NA,NA,5.02247063301188e-10,NA,NA,NA,NA,4.76374410231525e-08,0.00233519468921262,1.04127336480058e-07,NA,NA,NA,NA
"Zm00001eb063150",1.73615728755426e-09,0.699295458208496,6.3217813367443e-05,NA,0.0108347891981718,9.86008157960375e-11,NA,9.99867402019044e-06,NA,NA,NA,NA,NA,NA,0.00240502213147493,NA,NA,NA
"Zm00001eb063230",6.61635608060684e-13,0.822254316288121,NA,NA,NA,NA,0.460166800531457,NA,NA,NA,0.0163179448574223,6.19325415072222e-12,1.77235709396188e-05,2.61860356413911e-12,NA,NA,NA,NA
"Zm00001eb063350",8.04776434527505e-10,0.780672911521433,NA,0.239421125667069,0.681228614522024,0.281092383435947,NA,NA,NA,NA,5.94925175370992e-06,0.000242525727279949,0.0449024843877174,0.000123228155851752,NA,NA,NA,NA
"Zm00001eb063360",1.22222570839721e-07,0.651582795932421,1.58154850289516e-08,NA,4.01453319213254e-05,0.0530414227513085,NA,4.10112583759727e-07,NA,NA,1.7741901016059e-06,NA,NA,0.000744787553209074,NA,NA,NA,NA
"Zm00001eb063530",3.35088803065246e-12,0.805663124499623,NA,NA,NA,NA,0.297153670180536,NA,NA,NA,0.0466431963335075,1.31782792382757e-10,NA,2.07688971648108e-11,NA,NA,0.000123084225798008,NA
"Zm00001eb064400",5.05111627488398e-08,0.639354204614442,4.61966380335109e-06,NA,NA,NA,8.34608675717387e-10,NA,0.00268568668314372,NA,NA,9.47785056704308e-05,NA,NA,NA,NA,NA,5.50731562527267e-06
"Zm00001eb064450",3.25325664884203e-11,0.757037156994437,NA,NA,NA,NA,NA,NA,NA,NA,4.55516835371007e-12,1.31579314457866e-10,1.76251010235612e-05,1.10224304099251e-10,NA,NA,NA,NA
"Zm00001eb064780",3.28197416585211e-10,0.72502422909766,6.68205137904737e-07,NA,0.000681424791682341,NA,0.000454764992773816,NA,0.010786565332875,NA,0.00773801142519597,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb066960",2.65152761886034e-09,0.692368462778086,NA,NA,NA,NA,1.71451472824696e-10,NA,NA,NA,NA,5.38052543736429e-06,NA,2.90801691254118e-06,NA,NA,0.0101188882915673,NA
"Zm00001eb067380",1.14009148221739e-07,0.623094575495474,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.13179984069215e-09,4.52863170408222e-06,4.46263065049538e-05,2.04831760856358e-07
"Zm00001eb067700",1.53979438579603e-08,0.689821953432598,3.15522615449809e-07,0.522417041973016,0.000448944957289717,NA,1.8859442858948e-06,0.00356982537880063,NA,2.83603297985044e-09,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb067900",1.08912873291103e-08,0.668041696292376,NA,NA,NA,NA,NA,NA,NA,NA,7.35577074227385e-10,3.54855658213574e-07,NA,7.28415420605621e-08,NA,NA,0.00121693914740495,NA
"Zm00001eb068310",3.86506662568631e-11,0.754787654634479,NA,NA,NA,NA,NA,NA,NA,NA,8.44632329448519e-13,NA,NA,NA,NA,5.21493476017083e-10,3.05570732806285e-07,1.10243872857697e-10
"Zm00001eb069630",9.66158201187233e-10,0.734186390620313,NA,NA,NA,NA,0.67230770332628,NA,NA,NA,0.0448903252317828,1.19528795939153e-09,0.000184259147434603,1.25035878840697e-09,NA,NA,NA,NA
"Zm00001eb070460",2.60082172219519e-07,0.605837952549724,NA,NA,NA,NA,7.85002596251812e-09,NA,NA,NA,NA,NA,0.000292893842948365,8.59845399400999e-07,NA,0.000163841229441736,NA,NA
"Zm00001eb070520",5.10920142367587e-13,0.824761278233382,5.54690204770383e-06,1.33958777791316e-06,0.000563202353830339,1.05037883737052e-12,0.000372324432538309,NA,0.0107831028333468,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb070810",1.68948317692515e-13,0.79524394404413,NA,0.872905964241948,4.04197058894544e-09,1.83463871607334e-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb070890",3.96747857984913e-08,0.644035117753345,NA,NA,NA,NA,2.30123126201964e-09,NA,NA,NA,NA,1.74612072462015e-07,NA,1.19124207583994e-07,NA,NA,0.000354181138522504,NA
"Zm00001eb070900",6.78807280070507e-08,0.633537477765957,0.000298456526001778,NA,NA,NA,2.59701618315055e-09,NA,NA,NA,NA,NA,NA,2.50434491215438e-07,NA,1.31091947913602e-05,0.000928580599670164,NA
"Zm00001eb071400",1.81941056406051e-07,0.613414152778265,0.000185985636427354,NA,NA,NA,5.18421830663129e-09,4.65754660614564e-05,NA,NA,NA,NA,0.00209367691902787,2.14998795793406e-06,NA,NA,NA,NA
"Zm00001eb071510",6.48125462483622e-07,0.617156221774235,NA,NA,NA,NA,0.993086872145906,NA,NA,NA,0.0449396750691747,3.03346033590462e-06,NA,2.3472133599491e-07,NA,NA,2.89003688302329e-05,NA
"Zm00001eb071870",8.99737348934889e-10,0.709731427201843,0.000694923002948854,NA,NA,NA,5.90588448845623e-11,7.60563958097237e-08,NA,NA,NA,NA,0.000209175289468534,6.06605336496044e-09,NA,NA,NA,NA
"Zm00001eb072290",2.44528990599146e-08,0.653227050920204,NA,NA,NA,NA,7.40780882443287e-10,NA,NA,NA,NA,1.74879195366359e-07,0.000290090541111061,4.38061204461905e-07,NA,NA,NA,NA
"Zm00001eb072810",3.43619602153462e-08,0.646791825847657,0.000755246431029082,NA,0.00120194168525591,NA,1.99906575424107e-09,NA,NA,NA,NA,0.00420554636751238,NA,1.3178235395776e-05,NA,NA,NA,NA
"Zm00001eb073810",3.5951753490767e-09,0.687286621681626,1.14224021769966e-12,6.45032895761099e-06,0.0185404421697401,1.61757406417924e-09,NA,NA,NA,NA,0.00156046926088459,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb074640",9.06631483396231e-08,0.657390577835817,NA,6.95338232578614e-06,0.00551003930305646,6.68115332630437e-06,0.000750618078839404,NA,NA,NA,0.0065571748857117,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb074680",7.31285652532846e-13,0.821273848943051,NA,NA,NA,NA,0.74159957160988,NA,NA,NA,0.0071555672004407,1.43081614825402e-12,6.38991481513663e-06,1.28074199646308e-12,NA,NA,NA,NA
"Zm00001eb075810",1.24040499877031e-07,0.678464323031119,0.0001943142945449,0.790525458281095,0.00477954961990745,0.160356404769125,NA,0.0011187057589446,NA,NA,NA,NA,NA,0.00058098519345411,5.87758886451493e-06,NA,NA,NA
"Zm00001eb076470",7.09449412585849e-12,0.816679234236504,0.000139086008137687,0.0112665846200588,NA,NA,NA,1.38553934390822e-05,NA,0.00160663047071614,NA,NA,0.0440887201644915,0.541783390115767,NA,0.000227727373109992,NA,NA
"Zm00001eb077270",4.1289708065291e-12,0.782403572563651,0.000359300956060977,NA,NA,NA,1.8539299040615e-12,1.64623673500221e-10,1.15339561801433e-06,5.07704017534047e-12,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb077330",1.84416238496877e-10,0.779234291680274,3.50775739068527e-13,0.0073467798292541,0.00119267140026736,NA,NA,NA,NA,8.69607333130945e-12,2.43226014634315e-07,8.47338941410452e-05,NA,NA,NA,NA,0.0256557380239245,NA
"Zm00001eb077540",8.76233498708323e-08,0.628434280800809,0.0354587890274994,NA,NA,NA,2.67367891898929e-09,NA,NA,NA,NA,2.26090270029297e-06,0.000377978568746191,2.69635567576562e-07,NA,NA,NA,NA
"Zm00001eb077570",2.08988063419981e-08,0.656156674576151,6.49307786871711e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00155760070869014,NA,1.00688817074436e-09,7.26887752947056e-08,NA,5.19081633795675e-07
"Zm00001eb078570",8.4924795914048e-09,0.672465468818148,0.00251190794898399,NA,NA,NA,NA,NA,NA,NA,1.3263525944423e-09,5.31134221134185e-08,NA,2.74938093002853e-08,NA,NA,0.00127605083396104,NA
"Zm00001eb078670",2.96820069093513e-09,0.690495339457862,NA,NA,NA,NA,NA,NA,NA,NA,1.60634542539475e-10,1.30531070863672e-08,0.000129966119307006,1.93307268562348e-08,NA,NA,NA,NA
"Zm00001eb078810",1.89687967180373e-07,0.612537970890367,0.00896854517166903,NA,0.0302949170204452,NA,4.34453012694207e-09,NA,NA,NA,NA,0.000216107320890734,NA,4.58973079954286e-06,NA,NA,NA,NA
"Zm00001eb079150",1.72254509999121e-07,0.614560598633325,1.30211477543892e-14,NA,NA,NA,NA,NA,NA,NA,NA,3.29904638859868e-07,NA,9.30661489499154e-08,8.36602676904725e-09,NA,2.6508562504107e-05,NA
"Zm00001eb079180",2.77682081687249e-10,0.751959732906058,NA,NA,NA,NA,0.59637253653339,NA,NA,NA,0.0406149423433155,3.31892385028165e-10,3.69773539743819e-05,3.23677724892458e-10,NA,NA,NA,NA
"Zm00001eb079490",2.24391394952355e-07,0.608986404812137,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19549497963289e-05,NA,NA,5.12855182448863e-09,NA,1.72374594368531e-06,2.98231430313546e-07
"Zm00001eb079980",8.03478097580770e-09,0.673442260042419,NA,NA,NA,NA,NA,NA,NA,NA,6.77827649230571e-10,2.24909375170833e-08,0.000209941445090423,1.93616733452046e-08,NA,NA,NA,NA
"Zm00001eb080160",1.36144152908882e-09,0.752406300697566,NA,NA,0.00566562826003699,0.83099609953669,3.4590619563092e-08,3.35308490745147e-08,NA,4.47827931693564e-05,NA,NA,NA,NA,NA,NA,0.0116553770774677,NA
"Zm00001eb080840",6.61375523596857e-10,0.714489112008468,1.93758813020165e-20,NA,0.00190408104071855,8.21270695131576e-06,2.38102035328402e-10,NA,NA,NA,NA,0.00546023605218208,NA,NA,NA,NA,NA,NA
"Zm00001eb081810",2.38819911763577e-08,0.653669370530215,1.15826447820956e-17,NA,NA,4.72679267003753e-09,NA,4.35192713999542e-06,NA,NA,NA,NA,0.0498853293764184,NA,6.41769885956957e-05,NA,NA,NA
"Zm00001eb082100",2.82950047933967e-09,0.717810421715476,NA,NA,NA,NA,0.773925352553184,NA,NA,NA,0.0352200086636898,1.94610775471363e-09,2.19926927210782e-05,2.08141376921707e-09,NA,NA,NA,NA
"Zm00001eb082370",3.40140858913012e-11,0.756457847059762,NA,NA,NA,NA,2.76561775190809e-11,6.40808239857583e-09,0.00911630727097038,1.70937072949122e-09,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb082890",4.17843283671609e-08,0.671979927468558,0.00630502828234679,NA,NA,9.46318626937715e-10,0.0153780124187584,NA,0.00309139044038087,NA,NA,0.000143896784800714,NA,NA,0.00286756358035965,NA,NA,NA
"Zm00001eb083520",8.93445453701136e-14,0.822598418672384,0.0277722012689335,NA,NA,NA,1.25835246205099e-13,NA,NA,NA,NA,6.39646739429235e-12,NA,1.39105315915503e-12,NA,NA,0.000565654285055695,NA
"Zm00001eb084030",2.84926895364439e-12,0.735310525150323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00575614754592397,NA,NA,NA,4.61721150981456e-05,NA
"Zm00001eb084970",2.3167250152975e-07,0.638793914570051,8.32487286725038e-08,0.05045429283721,0.00232158103620255,NA,6.58329240192185e-06,NA,NA,5.26298167918264e-08,NA,0.00423125559474488,NA,NA,NA,NA,NA,NA
"Zm00001eb085150",1.31690870464399e-07,0.620135885736583,0.00153369088314701,NA,NA,NA,2.50421345076258e-08,NA,NA,NA,NA,2.06053924668389e-07,0.00210551966136969,2.07666370521123e-07,NA,NA,NA,NA
"Zm00001eb086130",8.04457859180869e-09,0.642447887776595,6.13505401215931e-10,NA,0.000449196129391192,NA,7.27862550699774e-05,NA,0.0133766852897489,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb087650",6.17749628180158e-08,0.664700202820597,NA,NA,NA,NA,0.88553609059657,NA,NA,NA,0.0340449862407551,9.52059328869503e-07,NA,NA,NA,NA,7.78220199074575e-05,2.69197788960923e-07
"Zm00001eb087720",1.59352846058987e-09,0.700678051731779,NA,NA,NA,NA,1.78342691239705e-10,NA,NA,5.42114846891318e-09,NA,1.56034356876949e-07,0.000282875365246998,NA,NA,NA,NA,NA
"Zm00001eb088650",3.43657912057287e-09,0.688045113372825,2.17827443444454e-06,0.000992868885556393,NA,NA,NA,NA,NA,0.00950904307957597,NA,NA,0.000472677214843464,NA,NA,NA,1.98155430895691e-05,NA
"Zm00001eb090350",5.21258688292562e-08,0.63873952689166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1397941784077e-09,5.93853814602989e-08,6.22773138621159e-05,5.80764237652629e-08
"Zm00001eb090960",2.54057194062411e-07,0.636908434859274,1.63930157976583e-11,NA,0.000506697395856573,NA,0.00937197393447011,NA,NA,NA,NA,0.000107079637328587,NA,9.18040058996596e-06,0.0258966940331429,NA,NA,NA
"Zm00001eb091250",2.37244882692542e-08,0.653793154943321,0.0161186690469754,NA,NA,NA,5.76543082407412e-10,NA,NA,NA,NA,NA,NA,2.88771565055632e-07,NA,2.3657479475351e-05,0.000196149144329366,NA
"Zm00001eb092540",1.50512767244015e-09,0.70159492293548,2.23229396018768e-08,NA,0.00431466361768576,NA,0.000225021380312012,NA,0.0444543611602337,NA,0.00395629922596464,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb092770",1.32635635648828e-07,0.619988559654345,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00016886170739036,NA,NA,3.25610917100177e-09,NA,1.09214931351375e-05,6.5175864971727e-07
"Zm00001eb093140",2.64931664121928e-09,0.718842745542727,NA,NA,NA,NA,0.947863736665618,NA,NA,NA,0.0277396726383594,1.78097028289016e-09,0.000213375515842082,1.73403471409845e-09,NA,NA,NA,NA
"Zm00001eb093210",5.57098854184977e-10,0.717106525017585,NA,NA,NA,NA,1.10387155515145e-10,NA,NA,NA,NA,NA,0.00128096999830238,4.09571387340285e-09,NA,0.000129306121998632,NA,NA
"Zm00001eb093370",9.04253599322001e-07,0.609856767767302,0.0281317469091395,NA,0.0111587583179317,NA,NA,2.08958969326643e-06,NA,2.5785531623601e-07,0.0485321862817655,NA,NA,NA,0.02350030837986,NA,NA,NA
"Zm00001eb093580",1.907862218581e-08,0.686079179848762,NA,NA,NA,NA,0.723732333845519,NA,NA,NA,0.0476402096524679,3.44593756833148e-07,0.00016311843416357,6.54837548467063e-08,NA,NA,NA,NA
"Zm00001eb094730",7.11037689825692e-08,0.632615680095168,1.45842061952866e-18,NA,0.00796336665324647,NA,NA,3.59338861607712e-08,NA,3.37401280973325e-08,NA,NA,NA,NA,0.00076433210072965,NA,NA,NA
"Zm00001eb094750",3.71606894940858e-10,0.723186082811713,2.12696498387659e-19,NA,0.0428746973493212,5.58469915171982e-08,NA,NA,NA,NA,NA,0.000104353359333331,NA,NA,5.92493730410434e-10,NA,NA,NA
"Zm00001eb095030",3.37296999270382e-08,0.701947670512298,0.0137800511094682,0.639140680202041,NA,0.0494039677109565,3.67948809353905e-07,0.00148303306183795,NA,6.65778649958583e-05,NA,NA,NA,NA,NA,NA,0.0335139805287107,NA
"Zm00001eb095310",4.85880051308503e-07,0.651693877547008,2.85094423899522e-14,0.114924732165015,NA,4.66554474822535e-06,NA,0.0117752707362878,0.712449958079873,NA,NA,0.030244062135135,NA,NA,0.00181213713392437,NA,NA,NA
"Zm00001eb095750",2.77040959256369e-08,0.65088003118016,NA,NA,NA,NA,6.56385457474273e-10,NA,NA,NA,NA,7.55977202601276e-06,NA,1.18247537345891e-06,NA,NA,0.000758768613779963,NA
"Zm00001eb096490",2.78098385772394e-07,0.604400532350003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.58216542491467e-09,1.11088360680153e-05,6.80307455529158e-05,9.86170438915592e-07
"Zm00001eb096620",2.79955038870953e-10,0.751847610643681,0.000308781155650853,0.88692216816586,NA,1.47393792295517e-07,NA,NA,0.749266075452146,NA,NA,NA,0.0420917888259045,NA,NA,NA,0.0141668149753487,NA
"Zm00001eb096870",5.31933435675168e-09,0.680619838884179,4.4900526570407e-20,NA,0.00129414009343688,0.000112698637293253,1.90523385535804e-09,NA,NA,NA,NA,NA,NA,NA,NA,0.0144701084870525,NA,NA
"Zm00001eb097050",1.0674326400426e-07,0.624437889530842,0.00980088468265639,NA,NA,NA,NA,NA,NA,NA,6.83040910047601e-09,3.31499431582454e-06,NA,8.71662114201022e-08,NA,NA,0.00069036418708332,NA
"Zm00001eb097750",6.60469135304654e-08,0.634080558541094,1.5040665772123e-05,2.0322944726618e-07,0.00475222446213359,1.36601195354222e-07,0.00454532276574685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb098120",1.56992080228919e-09,0.70091810866881,0.00465454145519814,NA,NA,NA,NA,NA,NA,NA,NA,5.22010291882836e-09,0.00049748577119711,NA,1.67162976676541e-10,NA,NA,1.02071445308148e-08
"Zm00001eb098650",9.07734742633186e-15,0.842904286369032,NA,NA,NA,NA,NA,NA,0.00420499420047296,NA,NA,NA,NA,NA,0.00138759564604814,1.84014263766544e-06,NA,1.01630575950967e-06
"Zm00001eb099170",1.40757403381573e-10,0.782620681424278,0.00341792595661723,0.207258716770909,0.000174425836962572,0.321032957717408,3.15109095434781e-06,0.00344074097851775,NA,0.00155304699032271,NA,NA,NA,NA,NA,NA,NA,NA
"Zm00001eb099190",1.25532411866618e-07,0.62112139381088,NA,NA,NA,NA,6.86665080487081e-09,3.07860698278858e-07,NA,2.35276600734551e-06,NA,NA,0.000126737513973996,NA,NA,NA,NA,NA
"Zm00001eb099230",3.35357698688409e-09,0.688455355040203,NA,NA,NA,NA,NA,NA,NA,NA,1.01760022295693e-10,NA,NA,4.52778410216839e-09,NA,1.33197620769328e-08,2.30552012914351e-06,NA
"Zm00001eb099420",1.51583377194174e-09,0.701481213983215,0.000147036316520597,NA,NA,NA,3.4269058489666e-10,NA,NA,NA,NA,4.09420246110158e-09,0.0003033712177174,3.9973354310861e-09,NA,NA,NA,NA
