gene,p-value,R-squared,p.valor_beta0,p.valor_MICH_noPvsB73_noP,p.valor_Time,p.valor_TimexMICH_noP,p.valor_Time2,p.valor_Time2xMICH_noP,p.valor_Time3,p.valor_Time3xMICH_noP
Zm00001eb360840,8.17E-06,0.612734928,3.96E-18,NA,NA,NA,0.000240358,0.012617686,NA,NA
Zm00001eb360850,8.24E-09,0.666737996,NA,0.004605754,0.000321082,0.000366133,NA,NA,NA,NA
Zm00001eb360880,1.35E-06,0.62563008,1.25E-20,NA,NA,NA,0.000126502,0.017374094,NA,NA
Zm00001eb360950,2.25E-07,0.689867464,2.35E-07,NA,NA,NA,4.85E-05,0.024559611,NA,NA
Zm00001eb361070,4.09E-13,0.731172917,6.03E-12,NA,4.19E-06,NA,NA,NA,NA,NA
Zm00001eb361180,1.30E-07,0.653074989,1.62E-14,NA,0.000925947,NA,NA,NA,0.024094702,NA
Zm00001eb361330,9.92E-07,0.704164045,5.92E-06,NA,0.014133039,0.011107059,0.011019636,NA,0.01278495,NA
Zm00001eb361650,1.29E-13,0.789378104,NA,NA,6.67E-05,NA,0.000977849,NA,NA,NA
Zm00001eb361660,5.47E-14,0.760502307,NA,NA,2.50E-05,NA,0.000260732,NA,NA,NA
Zm00001eb361900,6.82E-06,0.614761729,5.89E-14,NA,0.003869318,NA,0.017694981,NA,NA,NA
Zm00001eb362010,2.00E-15,0.746432555,NA,NA,NA,NA,1.84E-06,0.000929428,NA,NA
Zm00001eb362170,1.13E-07,0.617910218,NA,NA,NA,NA,0.000880417,NA,0.002187492,NA
Zm00001eb362430,2.21E-07,0.631417965,NA,NA,0.000184644,NA,NA,NA,NA,NA
Zm00001eb362520,1.11E-07,0.7189364,9.51E-15,NA,NA,NA,0.006489995,NA,0.041205862,0.047065504
Zm00001eb362560,2.21E-14,0.787572532,1.18E-20,0.032287683,NA,NA,9.56E-07,NA,NA,NA
Zm00001eb363040,5.36E-07,0.611473625,NA,NA,NA,NA,NA,NA,0.000191965,0.023309735
Zm00001eb363070,4.28E-08,0.681694499,0.000855884,NA,0.000834902,NA,0.005856376,NA,NA,NA
Zm00001eb363180,1.36E-05,0.627385327,0.000937582,NA,0.026274066,0.021097097,0.020781345,NA,0.02317695,NA
Zm00001eb363190,1.17E-10,0.702320836,3.54E-24,NA,NA,NA,5.32E-06,NA,NA,NA
Zm00001eb363220,1.18E-20,0.81054429,0.000318526,NA,NA,NA,0.00047494,0.001403629,0.009720846,NA
Zm00001eb363280,5.13E-07,0.646019465,9.62E-11,NA,0.001819267,NA,NA,NA,0.029524859,NA
Zm00001eb363310,8.51E-08,0.782320807,NA,0.042113544,0.021444239,0.038672331,0.017276391,0.036627106,0.020173638,0.038230216
Zm00001eb363330,3.22E-25,0.864373792,2.96E-23,NA,NA,NA,1.05E-08,0.010010064,NA,NA
Zm00001eb363370,4.86E-14,0.77395401,5.03E-17,NA,NA,NA,2.49E-05,NA,0.000150322,NA
Zm00001eb363720,1.33E-06,0.629015833,1.07E-11,NA,NA,NA,0.000103647,0.031843036,NA,NA
Zm00001eb364200,5.43E-08,0.646065505,3.53E-27,NA,NA,NA,2.61E-05,NA,NA,NA
Zm00001eb364290,4.70E-06,0.613240755,2.02E-22,NA,NA,NA,0.000178233,0.02930627,NA,NA
Zm00001eb364310,2.01E-07,0.698379273,NA,0.042814592,0.000658239,0.022367051,NA,NA,NA,NA
Zm00001eb364370,5.48E-07,0.639594311,3.74E-11,NA,0.000556513,NA,0.001833312,NA,NA,NA
Zm00001eb364420,3.65E-07,0.66744981,NA,NA,NA,0.018358439,0.000374421,NA,NA,NA
Zm00001eb364450,5.77E-10,0.671523054,NA,NA,NA,NA,2.54E-05,NA,NA,NA
Zm00001eb364460,6.60E-10,0.737292169,NA,0.014190002,NA,NA,0.000136677,NA,NA,NA
Zm00001eb364690,1.02E-20,0.830975008,1.30E-21,NA,NA,NA,2.29E-08,NA,NA,NA
Zm00001eb364870,7.80E-13,0.707233971,0.004990134,NA,0.023164423,0.002314103,0.003608846,NA,NA,NA
Zm00001eb364910,0.00011038,0.624147173,5.35E-15,0.018335371,NA,0.020406859,0.025234479,0.018590708,NA,NA
Zm00001eb364940,2.75E-29,0.899951443,3.27E-05,NA,0.002503046,NA,0.007759027,NA,0.011926713,NA
Zm00001eb365040,8.68E-12,0.774180771,6.80E-16,NA,1.05E-05,NA,NA,NA,0.000443896,NA
Zm00001eb365060,1.64E-24,0.834188169,0.000353155,NA,NA,0.002701097,2.31E-07,NA,NA,NA
Zm00001eb365210,3.37E-07,0.637454474,2.10E-18,NA,NA,NA,9.40E-05,0.012033842,NA,NA
Zm00001eb365540,2.66E-07,0.684003988,0.000338813,NA,NA,NA,0.002465305,NA,0.009156027,NA
Zm00001eb365640,7.82E-07,0.627690409,4.36E-15,0.01504389,NA,NA,0.000713307,NA,NA,NA
Zm00001eb365650,4.23E-08,0.733000444,NA,NA,0.004322431,NA,0.000650613,0.001852223,NA,NA
Zm00001eb365660,6.50E-06,0.601174773,2.20E-15,NA,NA,NA,0.006388707,NA,0.021983476,NA
Zm00001eb365780,2.77E-05,0.610242189,2.74E-20,NA,0.000667488,0.005551305,NA,NA,NA,NA
Zm00001eb365820,7.12E-10,0.733812312,4.68E-09,NA,NA,NA,0.002542,0.041274543,0.020983111,NA
Zm00001eb365840,1.90E-07,0.657298679,9.41E-11,0.018418053,NA,NA,0.000411993,NA,NA,NA
Zm00001eb366020,1.67E-09,0.705714138,6.86E-10,NA,0.000191685,NA,0.001464516,NA,NA,NA
Zm00001eb366090,5.60E-06,0.602392603,NA,0.010187094,0.004678331,NA,0.012913602,NA,0.031409157,NA
Zm00001eb366190,2.35E-05,0.60536346,NA,NA,0.001246661,NA,0.004187972,NA,NA,NA
Zm00001eb366200,5.60E-07,0.618865928,0.004974158,0.031235373,0.002310488,NA,0.003084584,NA,NA,NA
Zm00001eb366250,3.63E-07,0.643668941,7.44E-23,NA,NA,NA,2.63E-05,0.009157925,NA,NA
Zm00001eb366380,1.10E-05,0.61289058,0.000235554,NA,0.009542048,NA,0.019365687,NA,0.030993443,NA
Zm00001eb366410,0.000222711,0.613091745,0.000163476,NA,0.006448844,NA,0.008587192,NA,0.013160933,0.008751491
Zm00001eb366490,1.48E-06,0.619434127,NA,NA,NA,NA,0.00137666,0.033372036,NA,NA
Zm00001eb366510,6.80E-05,0.682149598,NA,0.00713042,0.003987856,0.007144307,0.004082391,0.00594308,0.004824172,0.005076621
Zm00001eb366810,7.26E-14,0.788764591,2.01E-27,NA,NA,NA,NA,0.000548772,3.13E-07,NA
Zm00001eb366870,1.02E-35,0.874947682,NA,NA,NA,NA,NA,0.000526369,0.00138226,NA
Zm00001eb367000,2.37E-11,0.710018197,2.23E-22,NA,NA,NA,3.44E-06,NA,NA,NA
Zm00001eb367040,5.95E-08,0.684798169,1.78E-20,NA,2.16E-05,0.017115544,NA,NA,NA,NA
Zm00001eb367240,4.23E-11,0.755837387,NA,NA,0.004213687,0.034722144,0.029733294,NA,NA,NA
Zm00001eb367310,1.57E-10,0.744567816,4.31E-10,NA,0.000386071,NA,0.003945461,NA,NA,NA
Zm00001eb367320,2.83E-09,0.721711754,2.21E-20,NA,NA,NA,0.004382836,NA,0.024747736,NA
Zm00001eb367450,5.32E-07,0.610658259,3.48E-27,NA,NA,NA,8.00E-05,NA,NA,NA
Zm00001eb367830,8.37E-10,0.725230872,6.75E-17,NA,NA,NA,8.23E-06,0.010606227,NA,NA
Zm00001eb367930,1.87E-18,0.842658594,8.49E-14,NA,0.025813712,7.60E-06,0.000769979,NA,NA,NA
Zm00001eb368000,5.66E-07,0.646209484,3.44E-06,NA,0.00101648,NA,0.006697128,NA,NA,NA
Zm00001eb368040,4.95E-27,0.903124522,1.36E-07,0.021302322,4.83E-05,0.014392695,0.000141787,NA,NA,0.008468758
Zm00001eb368050,1.65E-07,0.722376034,NA,NA,0.001872903,NA,NA,NA,NA,0.039147923
Zm00001eb368130,0,0.999999985,4.56E-07,2.22E-06,2.14E-06,8.33E-05,3.18E-05,0.000699355,0.000186965,0.002665988
Zm00001eb368180,2.67E-06,0.665742435,2.16E-18,NA,NA,NA,0.004690999,0.046424895,0.021559426,NA
Zm00001eb368400,3.28E-07,0.648416297,7.91E-15,NA,0.005159719,NA,0.032252951,NA,NA,NA
Zm00001eb368510,7.42E-14,0.668611678,4.35E-16,NA,6.14E-07,NA,NA,NA,NA,NA
Zm00001eb368570,6.04E-11,0.824901368,0.001280189,0.000804617,0.001099008,0.000828362,0.002173348,0.001140789,0.004444359,NA
Zm00001eb368620,1.08E-09,0.685513726,1.33E-13,NA,NA,NA,2.88E-05,NA,8.78E-05,NA
Zm00001eb368640,9.09E-08,0.602956446,1.20E-07,NA,NA,NA,0.000471744,NA,0.001801302,NA
Zm00001eb368660,1.03E-09,0.706875607,4.89E-09,NA,1.11E-05,0.016967966,NA,NA,NA,NA
Zm00001eb368740,4.64E-07,0.605350095,2.30E-10,NA,NA,NA,0.00156005,NA,0.006183012,NA
Zm00001eb368900,3.68E-05,0.617683691,4.83E-07,NA,NA,NA,0.00175575,NA,NA,0.030650751
Zm00001eb368910,3.54E-07,0.603109204,0.000319553,NA,NA,0.004991411,0.000351055,NA,NA,NA
Zm00001eb369030,1.93E-05,0.617661151,1.22E-06,NA,0.001609488,0.014856394,NA,NA,0.015055496,NA
Zm00001eb369050,8.20E-05,0.615256186,8.55E-16,0.024773954,NA,0.018295649,0.012994908,0.013950364,NA,NA
Zm00001eb369090,1.29E-08,0.673850262,1.09E-17,NA,NA,NA,0.000352086,NA,0.001463539,NA
Zm00001eb369270,7.28E-05,0.601639964,0.007562796,NA,0.014816186,0.023777954,0.015095877,NA,0.015094259,NA
Zm00001eb369350,3.51E-11,0.745414318,1.07E-11,NA,0.000217971,NA,NA,NA,0.017541085,NA
Zm00001eb369470,6.65E-09,0.763414208,1.51E-09,0.005509545,0.00814625,0.007303474,NA,0.007811144,NA,NA
Zm00001eb369480,1.05E-08,0.685433481,NA,NA,6.31E-06,NA,1.91E-05,NA,NA,NA
Zm00001eb369580,4.91E-09,0.710455595,1.31E-14,NA,1.27E-05,NA,NA,NA,NA,0.016047595
Zm00001eb369590,1.63E-18,0.801402946,1.43E-15,NA,NA,NA,1.66E-06,0.000183144,NA,NA
Zm00001eb369650,1.32E-08,0.709396536,2.07E-18,NA,2.04E-05,NA,NA,NA,NA,0.033791875
Zm00001eb369710,1.65E-07,0.631739788,0.000360391,NA,1.36E-05,NA,NA,NA,NA,NA
Zm00001eb369790,3.29E-07,0.654487403,1.97E-06,NA,0.00015905,0.008123126,NA,NA,NA,NA
Zm00001eb369800,3.22E-10,0.696901196,1.61E-23,NA,NA,NA,5.77E-06,NA,NA,NA
Zm00001eb369830,1.63E-15,0.785596451,NA,NA,NA,NA,0.002474482,0.008402422,0.00612502,0.014661831
Zm00001eb369860,2.66E-07,0.611157023,4.78E-21,NA,0.000114144,NA,NA,NA,NA,NA
Zm00001eb369970,1.40E-09,0.739473435,5.24E-08,NA,NA,0.046759613,0.000717392,NA,0.003780762,NA
Zm00001eb370130,2.46E-07,0.771433375,0.000205617,0.046657934,0.014264063,0.034830582,0.018366855,0.029517166,NA,0.026808456
Zm00001eb370310,4.05E-08,0.657175898,3.31E-23,NA,NA,0.01866965,1.12E-05,NA,NA,NA
Zm00001eb370350,4.13E-08,0.675938336,2.61E-13,NA,NA,NA,2.88E-05,0.032467883,NA,NA
Zm00001eb370370,1.48E-06,0.659707786,5.38E-17,0.037678618,NA,NA,0.000507015,NA,NA,NA
Zm00001eb370460,8.04E-08,0.66928766,5.63E-15,NA,3.94E-05,NA,NA,NA,NA,0.017401183
Zm00001eb370470,1.64E-05,0.604947382,1.04E-15,NA,0.000272162,NA,NA,0.017491048,NA,0.008174881
Zm00001eb370480,8.09E-06,0.660210067,5.27E-21,NA,NA,0.026805001,0.000510836,0.016441766,NA,0.019124747
Zm00001eb370490,1.18E-09,0.691310164,4.09E-21,NA,NA,NA,6.96E-06,NA,NA,NA
Zm00001eb370570,2.05E-09,0.701819814,0.006765238,NA,NA,NA,7.04E-05,0.020686754,NA,NA
Zm00001eb370590,1.27E-15,0.809716085,6.54E-08,0.011044323,NA,NA,0.002876793,NA,0.02373822,NA
Zm00001eb370610,3.50E-07,0.630076683,4.96E-17,NA,NA,NA,4.05E-05,0.025376262,NA,NA
Zm00001eb370690,3.64E-08,0.671597452,0.034788123,NA,0.000801995,NA,NA,0.012665135,NA,NA
Zm00001eb370770,1.10E-12,0.79282776,8.68E-18,NA,7.03E-07,NA,NA,0.002143542,NA,NA
Zm00001eb370900,1.10E-07,0.619556386,0.013771805,NA,NA,0.007330708,NA,NA,0.009238103,0.007297267
Zm00001eb370930,1.49E-14,0.795489417,4.90E-10,NA,NA,NA,0.00149834,0.002191094,0.017701434,NA
Zm00001eb370940,2.17E-08,0.673622699,0.043134745,NA,4.70E-05,NA,NA,0.003113149,NA,NA
Zm00001eb370960,1.15E-10,0.741638619,3.72E-08,NA,0.002220258,NA,0.027433952,NA,NA,NA
Zm00001eb370980,6.29E-12,0.755150182,1.87E-09,NA,7.51E-05,NA,0.000694219,NA,NA,NA
Zm00001eb370990,8.35E-17,0.810209485,6.38E-22,NA,NA,NA,2.52E-05,NA,0.000196118,NA
Zm00001eb371320,3.61E-05,0.64127657,2.58E-20,0.001576527,NA,0.002185821,0.006807463,0.00687561,NA,NA
Zm00001eb371420,2.95E-07,0.687163219,NA,0.000670617,0.000331823,NA,0.000488782,NA,NA,NA
Zm00001eb371470,7.46E-07,0.645800436,NA,0.020247712,0.000110744,NA,0.000713339,NA,NA,0.043732383
Zm00001eb371480,3.55E-06,0.653613305,4.46E-05,NA,0.001610643,0.038101226,0.003831463,0.036673682,NA,NA
Zm00001eb371490,2.33E-16,0.807130566,4.88E-14,NA,1.63E-06,NA,1.18E-05,NA,NA,NA
Zm00001eb371720,3.47E-11,0.716775892,7.92E-20,NA,NA,NA,3.67E-06,NA,NA,NA
Zm00001eb371760,1.30E-05,0.625465103,4.90E-16,NA,0.000200088,NA,NA,NA,NA,0.04459417
Zm00001eb371830,4.40E-10,0.792636631,1.20E-13,0.033300377,NA,NA,0.003759263,0.02741359,0.010762243,0.033854121
Zm00001eb371840,4.42E-07,0.628089231,4.75E-05,NA,0.001175469,NA,0.008113508,NA,NA,NA
Zm00001eb372000,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb372180,5.86E-07,0.637347289,NA,NA,0.000230063,NA,0.00107125,NA,NA,NA
Zm00001eb372210,3.17E-09,0.692653679,2.20E-11,NA,0.000500262,NA,0.003973544,NA,NA,NA
Zm00001eb372390,1.91E-09,0.659701557,9.42E-11,NA,2.77E-05,NA,NA,NA,NA,NA
Zm00001eb372490,9.01E-09,0.739981455,2.53E-07,0.033694911,0.003357874,NA,0.004288703,NA,0.004429002,NA
Zm00001eb372750,1.88E-16,0.807494175,NA,NA,0.000679337,NA,0.00039029,NA,0.000440143,NA
Zm00001eb373290,2.00E-07,0.666917867,7.96E-14,NA,7.63E-05,NA,NA,NA,NA,0.024348771
Zm00001eb373350,2.67E-09,0.729184772,NA,NA,0.000396981,0.027021209,NA,NA,NA,NA
Zm00001eb373380,1.49E-13,0.689187689,0.00730558,NA,4.56E-06,NA,NA,NA,NA,0.005790026
Zm00001eb373540,7.66E-07,0.645771626,NA,NA,NA,NA,0.00089422,NA,0.002032744,NA
Zm00001eb373580,7.96E-09,0.680956425,3.62E-16,NA,NA,NA,0.004099299,NA,0.021704573,NA
Zm00001eb373700,1.89E-09,0.72587407,2.01E-25,NA,NA,NA,6.72E-06,0.021627895,NA,NA
Zm00001eb373720,2.75E-06,0.601871064,1.03E-05,NA,0.002404138,NA,0.013018602,NA,NA,NA
Zm00001eb374080,1.84E-10,0.75456292,1.30E-17,0.00331548,NA,NA,7.62E-05,NA,NA,NA
Zm00001eb374100,3.14E-07,0.620545643,7.01E-08,NA,0.004932676,NA,0.034861252,NA,NA,NA
Zm00001eb374230,2.66E-11,0.68657405,8.43E-05,NA,0.005797531,0.006293022,0.001006127,NA,NA,NA
Zm00001eb374640,1.06E-06,0.713123948,1.20E-09,0.022484033,NA,0.007473044,0.041221661,0.002925857,0.015493543,NA
Zm00001eb374690,2.12E-07,0.606284864,1.20E-05,NA,0.000560025,NA,NA,NA,NA,NA
Zm00001eb374760,8.20E-05,0.624619545,3.46E-07,NA,0.013424913,0.00536154,0.009129123,0.017622693,NA,NA
Zm00001eb375050,2.35E-07,0.639315986,4.11E-12,0.002708629,NA,NA,0.002214165,NA,NA,NA
Zm00001eb375070,0.006587154,0.635759373,0.004269724,0.00879194,0.017780371,0.015497437,0.019027603,0.022386391,0.021317145,0.029845225
Zm00001eb375120,6.45E-10,0.750227954,8.01E-06,NA,0.001046916,NA,0.013861851,NA,NA,NA
Zm00001eb375290,0,0.999999985,4.56E-07,2.22E-06,2.14E-06,8.33E-05,3.18E-05,0.000699355,0.000186965,0.002665988
Zm00001eb375320,8.97E-06,0.625815387,9.38E-17,NA,NA,NA,0.00375666,NA,0.016576693,0.028190905
Zm00001eb375440,5.59E-07,0.646130196,0.008075354,NA,0.001153889,NA,NA,0.020006567,NA,NA
Zm00001eb375450,1.33E-08,0.687756149,4.85E-13,NA,0.000794733,NA,NA,NA,0.030143097,NA
Zm00001eb375460,1.81E-05,0.614707099,6.81E-08,NA,0.007284932,0.029227365,0.040443952,NA,NA,NA
Zm00001eb375640,2.84E-05,0.605529314,9.80E-12,NA,NA,0.022929249,0.000446028,NA,NA,NA
Zm00001eb375830,9.09E-09,0.631876154,NA,NA,NA,NA,NA,NA,5.89E-05,NA
Zm00001eb376130,1.24E-16,0.812438199,9.13E-08,NA,4.08E-07,NA,NA,NA,NA,0.000274017
Zm00001eb376150,3.61E-07,0.630806824,9.39E-16,0.000731825,NA,NA,0.01715835,NA,NA,NA
Zm00001eb376160,4.63E-10,0.747536422,2.59E-19,NA,NA,NA,7.57E-06,0.003408769,NA,NA
Zm00001eb376220,2.41E-10,0.661208994,5.89E-05,NA,0.010393063,NA,0.001125933,NA,NA,NA
Zm00001eb376490,5.26E-10,0.673913733,5.18E-07,NA,NA,NA,0.001207811,NA,0.007440549,NA
Zm00001eb376520,2.06E-06,0.647729389,5.40E-19,NA,NA,NA,0.002617038,0.008401828,0.011452116,NA
Zm00001eb376570,2.88E-50,0.926342924,2.28E-10,0.018800172,3.00E-06,NA,0.000182483,NA,NA,NA
Zm00001eb376600,3.46E-06,0.611563865,6.14E-17,NA,NA,NA,0.00493635,NA,0.017825371,NA
Zm00001eb376650,1.98E-17,0.782056671,1.12E-12,NA,NA,NA,NA,0.025722391,1.67E-06,0.005592639
Zm00001eb376840,3.80E-09,0.683097175,8.91E-08,NA,0.002085597,NA,0.019403353,NA,NA,NA
Zm00001eb376870,2.39E-07,0.670435242,1.36E-18,NA,3.98E-05,NA,NA,0.029138345,NA,NA
Zm00001eb376880,1.09E-06,0.62009905,5.02E-16,NA,NA,NA,0.004045359,NA,0.015675371,NA
Zm00001eb376930,1.20E-13,0.776170595,6.88E-18,NA,NA,NA,NA,2.18E-05,5.04E-07,NA
Zm00001eb377050,1.20E-11,0.779738072,3.83E-15,NA,NA,NA,0.000368084,0.043816433,0.003078691,NA
Zm00001eb377150,8.21E-07,0.690522348,3.00E-21,NA,NA,0.013150883,0.000302363,0.005510399,NA,0.006240979
Zm00001eb377160,2.17E-09,0.67093769,3.25E-07,NA,NA,NA,1.76E-05,NA,NA,NA
Zm00001eb377330,1.46E-05,0.624914615,1.08E-13,NA,0.000201987,NA,NA,NA,NA,0.024027873
Zm00001eb377420,5.59E-34,0.907000312,2.17E-08,NA,0.000882996,NA,0.00630065,NA,0.019047674,NA
Zm00001eb377430,7.00E-12,0.781089377,8.58E-19,NA,NA,NA,0.000462242,0.006419395,0.004097106,NA
Zm00001eb377440,2.02E-13,0.765010123,1.59E-13,NA,NA,NA,0.000124868,NA,0.000975169,NA
Zm00001eb377450,1.84E-12,0.773720455,2.48E-05,NA,0.046596886,NA,0.021096713,NA,0.017428806,NA
Zm00001eb377470,4.20E-10,0.742119126,4.39E-16,NA,NA,NA,0.001286709,0.025424834,0.010141044,NA
Zm00001eb377500,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb377680,9.96E-12,0.752602264,1.70E-07,NA,NA,NA,0.001269957,NA,NA,NA
Zm00001eb377770,1.70E-06,0.642382868,0.001072702,NA,NA,0.008659718,0.007125263,NA,0.010574522,NA
Zm00001eb378030,2.39E-12,0.74957818,2.87E-26,NA,2.51E-06,NA,NA,NA,NA,NA
Zm00001eb378280,5.65E-07,0.653421518,8.10E-14,NA,0.002455249,NA,0.014406413,NA,NA,NA
Zm00001eb378340,1.03E-18,0.826025381,1.23E-13,NA,2.71E-07,NA,NA,NA,NA,NA
Zm00001eb378380,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb378510,4.34E-18,0.847811048,0.043305112,0.001855203,5.21E-05,NA,0.000202684,NA,NA,NA
Zm00001eb378520,4.53E-14,0.753553215,9.49E-10,NA,NA,NA,NA,0.039711768,1.41E-05,0.011971913
Zm00001eb378670,3.55E-10,0.70284711,1.62E-05,NA,0.000655209,NA,0.002247269,NA,NA,NA
Zm00001eb378870,2.40E-13,0.73084746,3.57E-08,0.003259635,NA,NA,0.002512254,NA,0.017469108,NA
Zm00001eb379060,1.33E-07,0.630062034,1.26E-26,NA,NA,NA,4.62E-05,NA,NA,NA
Zm00001eb379220,1.14E-09,0.746350775,4.83E-10,NA,NA,NA,0.00275081,NA,0.013471408,NA
Zm00001eb379240,5.90E-05,0.627838102,2.19E-22,0.009479816,NA,0.017051767,0.002377471,0.048373413,NA,NA
Zm00001eb379510,3.02E-14,0.772087943,1.85E-10,NA,1.08E-06,NA,NA,NA,NA,0.00275425
Zm00001eb379570,3.16E-17,0.822094889,2.85E-27,NA,NA,NA,8.49E-08,0.002606839,NA,NA
Zm00001eb380020,8.13E-07,0.651832905,1.93E-21,NA,NA,NA,0.003028587,NA,0.011182471,NA
Zm00001eb380150,8.41E-24,0.838835941,3.23E-16,NA,NA,NA,3.41E-08,NA,NA,NA
Zm00001eb380190,5.52E-07,0.636018006,1.56E-14,NA,NA,NA,0.010155564,NA,0.042729338,NA
Zm00001eb380230,8.16E-07,0.612914613,1.70E-06,NA,7.57E-05,NA,0.000184578,NA,NA,NA
Zm00001eb380260,2.03E-13,0.777211106,1.21E-21,NA,NA,NA,8.51E-05,NA,0.000576096,NA
Zm00001eb380530,1.28E-15,0.81151654,3.75E-24,NA,2.48E-07,0.007276774,NA,NA,NA,NA
Zm00001eb380860,3.91E-07,0.628304431,8.72E-08,NA,0.001536125,NA,NA,NA,0.042616142,NA
Zm00001eb380880,3.29E-08,0.619554196,0.017209498,NA,5.69E-05,NA,NA,NA,NA,NA
Zm00001eb380960,8.10E-14,0.795894253,1.93E-11,NA,2.42E-05,0.039428717,NA,NA,0.002248135,NA
Zm00001eb381240,3.51E-08,0.664753479,0.001861096,NA,0.000122685,NA,NA,NA,0.002190477,NA
Zm00001eb381250,6.16E-06,0.630896842,4.59E-08,NA,NA,0.024959232,0.004936879,NA,0.017367523,NA
Zm00001eb381280,2.62E-08,0.712107794,NA,NA,6.53E-05,0.016000879,NA,NA,NA,NA
Zm00001eb381490,7.69E-05,0.60125596,6.79E-12,NA,0.010959955,0.021327496,0.04531993,NA,NA,NA
Zm00001eb381580,1.52E-08,0.612604686,0.033395143,NA,NA,NA,0.007870295,NA,0.034564923,NA
Zm00001eb381600,1.83E-08,0.700761379,6.67E-16,0.046746432,NA,NA,4.82E-05,NA,NA,NA
Zm00001eb381880,3.22E-12,0.758829188,0.00023292,NA,NA,NA,0.001660223,0.019440096,0.016974676,NA
Zm00001eb381920,2.29E-08,0.677559317,5.99E-18,NA,0.000109557,NA,NA,NA,0.001980731,NA
Zm00001eb381970,7.95E-10,0.718591461,8.96E-12,NA,9.56E-06,NA,NA,NA,NA,0.010432657
Zm00001eb382100,7.60E-09,0.653147228,1.23E-11,NA,6.23E-06,NA,NA,NA,NA,NA
Zm00001eb382290,4.90E-05,0.613952139,1.47E-12,NA,NA,NA,0.001296184,NA,NA,0.019490725
Zm00001eb382460,8.44E-05,0.639346471,1.88E-09,0.017595246,NA,0.01750319,NA,0.021178143,0.011508021,0.026517785
Zm00001eb382540,1.93E-08,0.683885733,5.80E-11,NA,0.001375819,NA,0.01101119,NA,NA,NA
Zm00001eb382660,1.56E-08,0.716710107,1.06E-15,NA,NA,NA,0.003681045,NA,0.026050923,0.020452804
Zm00001eb382740,7.83E-09,0.710793565,NA,0.002419918,3.19E-05,NA,0.000156657,NA,NA,0.047409712
Zm00001eb382790,7.61E-11,0.74678244,5.41E-05,NA,NA,NA,0.004607213,0.00592339,NA,NA
Zm00001eb383280,2.45E-13,0.736700376,NA,NA,0.000409633,NA,0.006371678,NA,NA,NA
Zm00001eb383310,6.49E-07,0.716212418,NA,NA,0.002699825,0.010655037,NA,NA,NA,NA
Zm00001eb383410,5.17E-06,0.727435158,0.02181807,NA,0.023335829,0.027303818,0.039908781,0.03370441,NA,0.041403486
Zm00001eb383500,5.48E-15,0.745676054,0.012085735,NA,3.10E-05,NA,NA,NA,NA,0.001065424
Zm00001eb383670,3.37E-14,0.778363764,4.87E-05,NA,0.001661478,NA,0.030780202,NA,NA,NA
Zm00001eb383780,9.15E-16,0.731165644,0.027756251,NA,0.047310436,NA,0.019633078,NA,0.015620422,NA
Zm00001eb383830,0.00060609,0.601504977,3.66E-05,NA,0.012877479,0.005416697,0.01615458,NA,0.023147129,NA
Zm00001eb383930,1.25E-06,0.647642763,3.24E-17,NA,NA,NA,2.53E-05,0.008326686,NA,NA
Zm00001eb384280,2.22E-09,0.680621732,6.46E-08,NA,NA,NA,NA,NA,9.41E-05,0.029303325
Zm00001eb384320,0.000130608,0.632530786,0.038609734,NA,0.031215604,0.041434175,0.020453733,0.049631525,0.0155237,NA
Zm00001eb384540,4.84E-05,0.653575596,3.36E-11,0.028397928,NA,0.036108886,0.021850075,0.038231423,NA,0.041189765
Zm00001eb384670,4.50E-07,0.623925383,2.45E-11,NA,0.000433541,NA,0.001439445,NA,NA,NA
Zm00001eb384710,2.66E-08,0.638411331,NA,NA,NA,NA,NA,NA,0.000374793,0.035882891
Zm00001eb384990,9.07E-07,0.625552141,4.86E-12,NA,0.00017126,0.007867729,NA,NA,NA,NA
Zm00001eb385070,5.30E-11,0.705969496,9.20E-07,NA,NA,NA,0.000972495,NA,0.007579806,NA
Zm00001eb385110,1.63E-11,0.78715251,NA,NA,NA,NA,0.000707869,0.010203591,0.001308971,0.023981387
Zm00001eb385200,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb385250,3.08E-11,0.76929533,1.62E-12,NA,NA,NA,0.001811016,0.008342569,0.016375492,NA
Zm00001eb385510,1.19E-12,0.749896401,5.36E-10,NA,2.74E-05,NA,NA,0.044941028,NA,0.033833815
Zm00001eb385570,3.39E-07,0.68375965,2.67E-15,NA,NA,NA,0.001168116,NA,0.006232924,0.035461665
Zm00001eb385740,3.11E-08,0.679541323,NA,0.000647432,0.001477473,NA,NA,NA,0.000750644,NA
Zm00001eb385750,1.92E-10,0.727910735,5.14E-15,NA,NA,NA,0.000274737,NA,0.001477443,NA
Zm00001eb385810,2.56E-09,0.709824256,3.99E-08,NA,0.007983911,NA,0.001235337,0.000538208,NA,NA
