gene,p-value,R-squared,p.valor_beta0,p.valor_MICH_noPvsB73_noP,p.valor_Time,p.valor_TimexMICH_noP,p.valor_Time2,p.valor_Time2xMICH_noP,p.valor_Time3,p.valor_Time3xMICH_noP
Zm00001eb348400,1.37E-06,0.613556429,5.61E-17,NA,NA,NA,0.000184505,0.038892703,NA,NA
Zm00001eb348780,2.29E-07,0.66915772,8.03E-24,NA,NA,NA,2.37E-05,0.014650962,NA,NA
Zm00001eb349070,3.40E-16,0.847628371,0.009498122,0.012059554,0.005330839,0.008128138,0.009939891,0.008979226,NA,NA
Zm00001eb349470,8.78E-08,0.730272311,2.91E-15,0.010150685,NA,0.017601746,0.005907659,0.0201596,NA,NA
Zm00001eb349490,2.70E-15,0.841122343,NA,NA,NA,NA,0.001200857,0.015666525,0.010513735,NA
Zm00001eb349510,3.46E-40,0.830482987,0.000126346,0.046899531,NA,0.003916755,0.00171748,NA,0.000379427,NA
Zm00001eb349810,1.09E-14,0.786080224,1.78E-20,NA,NA,NA,1.19E-07,0.000695139,NA,NA
Zm00001eb350080,1.93E-05,0.613967218,3.85E-06,0.001336417,NA,0.002466172,NA,NA,NA,NA
Zm00001eb350090,9.85E-15,0.775662512,0.001259337,NA,NA,0.001944365,0.000800186,NA,0.005609046,NA
Zm00001eb350260,0.000117028,0.610313596,4.79E-09,0.00673336,0.003227247,NA,NA,0.002970582,NA,0.004452909
Zm00001eb350660,1.38E-08,0.732976871,1.03E-14,NA,NA,NA,0.001163732,0.038514293,0.007203534,NA
Zm00001eb350770,4.68E-06,0.60359978,8.47E-10,0.017280185,NA,NA,0.000594903,NA,NA,NA
Zm00001eb350850,7.18E-05,0.632625186,3.65E-13,0.047476098,NA,0.043131774,NA,0.03517447,0.043941254,0.022897054
Zm00001eb350910,1.45E-08,0.704083576,1.27E-13,NA,2.06E-05,NA,NA,NA,NA,0.034765059
Zm00001eb350950,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb351210,1.96E-07,0.644163226,0.005429004,NA,NA,NA,NA,0.000614302,NA,0.000834063
Zm00001eb351230,1.60E-06,0.605895116,2.65E-17,NA,NA,NA,0.000161395,NA,NA,0.006267582
Zm00001eb351340,7.18E-08,0.70202875,1.73E-12,NA,0.000181226,0.033206099,0.000401239,NA,NA,NA
Zm00001eb352040,0.0001397,0.626078737,1.69E-16,0.020434745,NA,0.018426276,NA,NA,0.015877294,0.018499473
Zm00001eb352550,1.98E-22,0.8668005,6.98E-23,NA,5.63E-08,NA,NA,0.045568502,NA,NA
Zm00001eb352570,2.07E-06,0.721260087,7.09E-06,0.002624264,0.004047737,NA,0.004074376,NA,0.002893757,0.001597144
Zm00001eb352600,1.39E-06,0.648647453,2.23E-15,0.0078301,NA,NA,0.001635207,NA,NA,NA
Zm00001eb352700,1.01E-11,0.738258456,1.73E-09,NA,NA,NA,4.92E-06,0.044019312,NA,NA
Zm00001eb352770,4.12E-07,0.687539211,2.95E-07,0.028132768,0.008975942,0.004251905,NA,0.002143301,NA,NA
Zm00001eb352880,1.07E-06,0.644640968,9.22E-24,NA,5.84E-05,0.028912072,NA,NA,NA,NA
Zm00001eb352940,8.93E-14,0.793712879,1.27E-10,NA,1.50E-06,NA,NA,NA,NA,0.013970805
Zm00001eb353170,1.36E-09,0.728710044,6.31E-08,NA,NA,0.044515856,0.001606253,NA,0.009460713,NA
Zm00001eb353340,1.12E-12,0.777622063,4.24E-19,NA,NA,NA,2.11E-06,0.002887195,NA,NA
Zm00001eb353490,2.72E-07,0.669013521,0.0058551,NA,NA,NA,0.015071127,0.020673216,NA,NA
Zm00001eb353510,2.91E-06,0.639934888,1.42E-16,NA,NA,NA,0.001860691,0.039638902,0.008013733,NA
Zm00001eb353580,1.49E-08,0.664636524,5.09E-15,0.000131915,NA,NA,0.00866116,NA,NA,NA
Zm00001eb353760,2.31E-24,0.82927784,7.10E-11,NA,NA,NA,NA,NA,9.13E-07,0.00011691
Zm00001eb353870,1.47E-11,0.758182714,0.009381677,NA,NA,NA,9.01E-05,NA,NA,0.002495093
Zm00001eb354370,1.37E-06,0.640124696,NA,NA,0.00290049,0.008965545,NA,NA,NA,NA
Zm00001eb355420,1.23E-11,0.755620775,5.07E-20,0.000224716,NA,NA,0.000218285,NA,NA,NA
Zm00001eb355460,3.66E-06,0.631979296,5.65E-15,NA,NA,0.032709578,NA,0.003997213,NA,0.002323085
Zm00001eb355710,2.50E-06,0.723168606,3.09E-10,0.014570173,0.047013117,0.015833764,NA,0.021776052,NA,0.02812473
Zm00001eb356080,6.99E-06,0.658135486,1.64E-13,NA,0.037608236,0.041426523,NA,0.032875904,NA,0.021986841
Zm00001eb356430,9.38E-07,0.681535726,7.11E-07,0.013357618,NA,0.006969567,0.00118737,NA,0.002228324,0.013607165
Zm00001eb357300,2.42E-08,0.624206334,6.11E-08,NA,0.000794309,0.028957788,NA,NA,NA,NA
Zm00001eb357640,4.36E-07,0.664810788,7.69E-17,NA,5.85E-05,NA,NA,NA,NA,0.018049669
Zm00001eb357740,6.86E-09,0.649001738,3.88E-18,NA,NA,NA,3.53E-06,0.031607911,NA,NA
Zm00001eb358130,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb358160,1.40E-07,0.669339962,2.89E-14,NA,8.10E-05,NA,NA,NA,NA,0.011684635
Zm00001eb358370,3.20E-19,0.82132231,NA,NA,NA,0.000245547,1.08E-05,NA,NA,NA
Zm00001eb358410,1.11E-09,0.751413601,5.63E-12,NA,0.000277523,0.011723744,0.002312023,NA,NA,NA
Zm00001eb358700,1.49E-25,0.880005673,NA,NA,1.11E-05,NA,0.000585059,0.000929408,NA,NA
Zm00001eb358770,1.62E-06,0.653880866,3.80E-17,NA,0.00010026,NA,NA,NA,NA,0.032781373
Zm00001eb358780,2.19E-09,0.716456021,4.17E-05,NA,NA,NA,0.001676872,0.007822056,0.009245606,NA
Zm00001eb359070,0.000174638,0.603806189,4.64E-08,0.043704674,NA,NA,0.002657891,NA,NA,NA
Zm00001eb359110,3.62E-06,0.646593969,0.006771076,NA,0.005792284,0.049549255,0.041019864,NA,NA,NA
Zm00001eb359230,0.000207559,0.600539871,9.69E-12,NA,NA,NA,0.001225454,0.037092314,NA,0.016485807
Zm00001eb359280,1.24E-15,0.800789904,3.36E-23,NA,NA,NA,4.31E-07,0.03865366,NA,NA
Zm00001eb359410,2.41E-10,0.715591947,5.49E-06,0.041933764,0.000136031,0.004899232,NA,NA,NA,NA
Zm00001eb359490,1.03E-21,0.77976064,0.001279928,NA,9.29E-06,NA,NA,0.035603017,NA,NA
Zm00001eb359610,1.54E-06,0.618394717,1.61E-24,NA,NA,NA,7.66E-05,0.040994704,NA,NA
Zm00001eb359900,4.42E-43,0.926835852,6.53E-17,NA,NA,0.008897462,2.55E-06,NA,8.28E-05,NA
Zm00001eb360530,9.43E-09,0.715915893,0.011408278,0.002140293,NA,0.010993087,0.032342389,NA,0.026855372,NA
Zm00001eb360630,5.65E-08,0.685664307,5.70E-16,NA,NA,0.030455755,4.68E-05,NA,NA,NA
Zm00001eb360640,9.27E-11,0.776073093,4.54E-06,NA,0.00234533,0.032202375,0.034322578,NA,NA,NA
Zm00001eb360750,9.67E-12,0.723309965,1.84E-05,NA,1.41E-06,0.019199284,NA,NA,NA,NA
Zm00001eb360790,3.16E-06,0.640647215,NA,NA,0.006160964,0.014543917,0.024763321,NA,NA,NA
Zm00001eb360840,8.17E-06,0.612734928,3.96E-18,NA,NA,NA,0.000240358,0.012617686,NA,NA
Zm00001eb360850,8.24E-09,0.666737996,NA,0.004605754,0.000321082,0.000366133,NA,NA,NA,NA
Zm00001eb360880,1.35E-06,0.62563008,1.25E-20,NA,NA,NA,0.000126502,0.017374094,NA,NA
Zm00001eb360950,2.25E-07,0.689867464,2.35E-07,NA,NA,NA,4.85E-05,0.024559611,NA,NA
Zm00001eb361330,9.92E-07,0.704164045,5.92E-06,NA,0.014133039,0.011107059,0.011019636,NA,0.01278495,NA
Zm00001eb362010,2.00E-15,0.746432555,NA,NA,NA,NA,1.84E-06,0.000929428,NA,NA
Zm00001eb362520,1.11E-07,0.7189364,9.51E-15,NA,NA,NA,0.006489995,NA,0.041205862,0.047065504
Zm00001eb362560,2.21E-14,0.787572532,1.18E-20,0.032287683,NA,NA,9.56E-07,NA,NA,NA
Zm00001eb363040,5.36E-07,0.611473625,NA,NA,NA,NA,NA,NA,0.000191965,0.023309735
Zm00001eb363150,0,0.999999973,5.75E-17,0.00576213,NA,0.001788862,NA,0.000284968,NA,2.63E-05
Zm00001eb363180,1.36E-05,0.627385327,0.000937582,NA,0.026274066,0.021097097,0.020781345,NA,0.02317695,NA
Zm00001eb363220,1.18E-20,0.81054429,0.000318526,NA,NA,NA,0.00047494,0.001403629,0.009720846,NA
Zm00001eb363310,8.51E-08,0.782320807,NA,0.042113544,0.021444239,0.038672331,0.017276391,0.036627106,0.020173638,0.038230216
Zm00001eb363330,3.22E-25,0.864373792,2.96E-23,NA,NA,NA,1.05E-08,0.010010064,NA,NA
Zm00001eb363720,1.33E-06,0.629015833,1.07E-11,NA,NA,NA,0.000103647,0.031843036,NA,NA
Zm00001eb364290,4.70E-06,0.613240755,2.02E-22,NA,NA,NA,0.000178233,0.02930627,NA,NA
Zm00001eb364310,2.01E-07,0.698379273,NA,0.042814592,0.000658239,0.022367051,NA,NA,NA,NA
Zm00001eb364420,3.65E-07,0.66744981,NA,NA,NA,0.018358439,0.000374421,NA,NA,NA
Zm00001eb364460,6.60E-10,0.737292169,NA,0.014190002,NA,NA,0.000136677,NA,NA,NA
Zm00001eb364870,7.80E-13,0.707233971,0.004990134,NA,0.023164423,0.002314103,0.003608846,NA,NA,NA
Zm00001eb364910,0.00011038,0.624147173,5.35E-15,0.018335371,NA,0.020406859,0.025234479,0.018590708,NA,NA
Zm00001eb365060,1.64E-24,0.834188169,0.000353155,NA,NA,0.002701097,2.31E-07,NA,NA,NA
Zm00001eb365210,3.37E-07,0.637454474,2.10E-18,NA,NA,NA,9.40E-05,0.012033842,NA,NA
Zm00001eb365480,1.15E-05,0.629726202,NA,0.022203254,NA,0.003226197,NA,0.003182313,NA,NA
Zm00001eb365640,7.82E-07,0.627690409,4.36E-15,0.01504389,NA,NA,0.000713307,NA,NA,NA
Zm00001eb365650,4.23E-08,0.733000444,NA,NA,0.004322431,NA,0.000650613,0.001852223,NA,NA
Zm00001eb365780,2.77E-05,0.610242189,2.74E-20,NA,0.000667488,0.005551305,NA,NA,NA,NA
Zm00001eb365820,7.12E-10,0.733812312,4.68E-09,NA,NA,NA,0.002542,0.041274543,0.020983111,NA
Zm00001eb365840,1.90E-07,0.657298679,9.41E-11,0.018418053,NA,NA,0.000411993,NA,NA,NA
Zm00001eb366090,5.60E-06,0.602392603,NA,0.010187094,0.004678331,NA,0.012913602,NA,0.031409157,NA
Zm00001eb366200,5.60E-07,0.618865928,0.004974158,0.031235373,0.002310488,NA,0.003084584,NA,NA,NA
Zm00001eb366250,3.63E-07,0.643668941,7.44E-23,NA,NA,NA,2.63E-05,0.009157925,NA,NA
Zm00001eb366410,0.000222711,0.613091745,0.000163476,NA,0.006448844,NA,0.008587192,NA,0.013160933,0.008751491
Zm00001eb366490,1.48E-06,0.619434127,NA,NA,NA,NA,0.00137666,0.033372036,NA,NA
Zm00001eb366510,6.80E-05,0.682149598,NA,0.00713042,0.003987856,0.007144307,0.004082391,0.00594308,0.004824172,0.005076621
Zm00001eb366810,7.26E-14,0.788764591,2.01E-27,NA,NA,NA,NA,0.000548772,3.13E-07,NA
Zm00001eb366870,1.02E-35,0.874947682,NA,NA,NA,NA,NA,0.000526369,0.00138226,NA
Zm00001eb367040,5.95E-08,0.684798169,1.78E-20,NA,2.16E-05,0.017115544,NA,NA,NA,NA
Zm00001eb367240,4.23E-11,0.755837387,NA,NA,0.004213687,0.034722144,0.029733294,NA,NA,NA
Zm00001eb367710,5.85E-05,0.615990917,2.47E-13,0.003521217,NA,0.011142205,NA,0.02117477,NA,0.030966491
Zm00001eb367830,8.37E-10,0.725230872,6.75E-17,NA,NA,NA,8.23E-06,0.010606227,NA,NA
Zm00001eb367930,1.87E-18,0.842658594,8.49E-14,NA,0.025813712,7.60E-06,0.000769979,NA,NA,NA
Zm00001eb368040,4.95E-27,0.903124522,1.36E-07,0.021302322,4.83E-05,0.014392695,0.000141787,NA,NA,0.008468758
Zm00001eb368050,1.65E-07,0.722376034,NA,NA,0.001872903,NA,NA,NA,NA,0.039147923
Zm00001eb368130,0,0.999999985,4.56E-07,2.22E-06,2.14E-06,8.33E-05,3.18E-05,0.000699355,0.000186965,0.002665988
Zm00001eb368180,2.67E-06,0.665742435,2.16E-18,NA,NA,NA,0.004690999,0.046424895,0.021559426,NA
Zm00001eb368570,6.04E-11,0.824901368,0.001280189,0.000804617,0.001099008,0.000828362,0.002173348,0.001140789,0.004444359,NA
Zm00001eb368660,1.03E-09,0.706875607,4.89E-09,NA,1.11E-05,0.016967966,NA,NA,NA,NA
Zm00001eb368900,3.68E-05,0.617683691,4.83E-07,NA,NA,NA,0.00175575,NA,NA,0.030650751
Zm00001eb368910,3.54E-07,0.603109204,0.000319553,NA,NA,0.004991411,0.000351055,NA,NA,NA
Zm00001eb369030,1.93E-05,0.617661151,1.22E-06,NA,0.001609488,0.014856394,NA,NA,0.015055496,NA
Zm00001eb369050,8.20E-05,0.615256186,8.55E-16,0.024773954,NA,0.018295649,0.012994908,0.013950364,NA,NA
Zm00001eb369270,7.28E-05,0.601639964,0.007562796,NA,0.014816186,0.023777954,0.015095877,NA,0.015094259,NA
Zm00001eb369470,6.65E-09,0.763414208,1.51E-09,0.005509545,0.00814625,0.007303474,NA,0.007811144,NA,NA
Zm00001eb369580,4.91E-09,0.710455595,1.31E-14,NA,1.27E-05,NA,NA,NA,NA,0.016047595
Zm00001eb369590,1.63E-18,0.801402946,1.43E-15,NA,NA,NA,1.66E-06,0.000183144,NA,NA
Zm00001eb369650,1.32E-08,0.709396536,2.07E-18,NA,2.04E-05,NA,NA,NA,NA,0.033791875
Zm00001eb369790,3.29E-07,0.654487403,1.97E-06,NA,0.00015905,0.008123126,NA,NA,NA,NA
Zm00001eb369830,1.63E-15,0.785596451,NA,NA,NA,NA,0.002474482,0.008402422,0.00612502,0.014661831
Zm00001eb369970,1.40E-09,0.739473435,5.24E-08,NA,NA,0.046759613,0.000717392,NA,0.003780762,NA
Zm00001eb370130,2.46E-07,0.771433375,0.000205617,0.046657934,0.014264063,0.034830582,0.018366855,0.029517166,NA,0.026808456
Zm00001eb370310,4.05E-08,0.657175898,3.31E-23,NA,NA,0.01866965,1.12E-05,NA,NA,NA
Zm00001eb370350,4.13E-08,0.675938336,2.61E-13,NA,NA,NA,2.88E-05,0.032467883,NA,NA
Zm00001eb370370,1.48E-06,0.659707786,5.38E-17,0.037678618,NA,NA,0.000507015,NA,NA,NA
Zm00001eb370460,8.04E-08,0.66928766,5.63E-15,NA,3.94E-05,NA,NA,NA,NA,0.017401183
Zm00001eb370470,1.64E-05,0.604947382,1.04E-15,NA,0.000272162,NA,NA,0.017491048,NA,0.008174881
Zm00001eb370480,8.09E-06,0.660210067,5.27E-21,NA,NA,0.026805001,0.000510836,0.016441766,NA,0.019124747
Zm00001eb370570,2.05E-09,0.701819814,0.006765238,NA,NA,NA,7.04E-05,0.020686754,NA,NA
Zm00001eb370590,1.27E-15,0.809716085,6.54E-08,0.011044323,NA,NA,0.002876793,NA,0.02373822,NA
Zm00001eb370610,3.50E-07,0.630076683,4.96E-17,NA,NA,NA,4.05E-05,0.025376262,NA,NA
Zm00001eb370690,3.64E-08,0.671597452,0.034788123,NA,0.000801995,NA,NA,0.012665135,NA,NA
Zm00001eb370770,1.10E-12,0.79282776,8.68E-18,NA,7.03E-07,NA,NA,0.002143542,NA,NA
Zm00001eb370900,1.10E-07,0.619556386,0.013771805,NA,NA,0.007330708,NA,NA,0.009238103,0.007297267
Zm00001eb370930,1.49E-14,0.795489417,4.90E-10,NA,NA,NA,0.00149834,0.002191094,0.017701434,NA
Zm00001eb370940,2.17E-08,0.673622699,0.043134745,NA,4.70E-05,NA,NA,0.003113149,NA,NA
Zm00001eb371320,3.61E-05,0.64127657,2.58E-20,0.001576527,NA,0.002185821,0.006807463,0.00687561,NA,NA
Zm00001eb371410,1.48E-08,0.648708814,6.01E-16,NA,NA,NA,NA,8.72E-05,NA,0.000198914
Zm00001eb371420,2.95E-07,0.687163219,NA,0.000670617,0.000331823,NA,0.000488782,NA,NA,NA
Zm00001eb371470,7.46E-07,0.645800436,NA,0.020247712,0.000110744,NA,0.000713339,NA,NA,0.043732383
Zm00001eb371480,3.55E-06,0.653613305,4.46E-05,NA,0.001610643,0.038101226,0.003831463,0.036673682,NA,NA
Zm00001eb371760,1.30E-05,0.625465103,4.90E-16,NA,0.000200088,NA,NA,NA,NA,0.04459417
Zm00001eb371830,4.40E-10,0.792636631,1.20E-13,0.033300377,NA,NA,0.003759263,0.02741359,0.010762243,0.033854121
Zm00001eb372000,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb372490,9.01E-09,0.739981455,2.53E-07,0.033694911,0.003357874,NA,0.004288703,NA,0.004429002,NA
Zm00001eb373290,2.00E-07,0.666917867,7.96E-14,NA,7.63E-05,NA,NA,NA,NA,0.024348771
Zm00001eb373350,2.67E-09,0.729184772,NA,NA,0.000396981,0.027021209,NA,NA,NA,NA
Zm00001eb373380,1.49E-13,0.689187689,0.00730558,NA,4.56E-06,NA,NA,NA,NA,0.005790026
Zm00001eb373700,1.89E-09,0.72587407,2.01E-25,NA,NA,NA,6.72E-06,0.021627895,NA,NA
Zm00001eb374080,1.84E-10,0.75456292,1.30E-17,0.00331548,NA,NA,7.62E-05,NA,NA,NA
Zm00001eb374230,2.66E-11,0.68657405,8.43E-05,NA,0.005797531,0.006293022,0.001006127,NA,NA,NA
Zm00001eb374640,1.06E-06,0.713123948,1.20E-09,0.022484033,NA,0.007473044,0.041221661,0.002925857,0.015493543,NA
Zm00001eb374760,8.20E-05,0.624619545,3.46E-07,NA,0.013424913,0.00536154,0.009129123,0.017622693,NA,NA
Zm00001eb375050,2.35E-07,0.639315986,4.11E-12,0.002708629,NA,NA,0.002214165,NA,NA,NA
Zm00001eb375070,0.006587154,0.635759373,0.004269724,0.00879194,0.017780371,0.015497437,0.019027603,0.022386391,0.021317145,0.029845225
Zm00001eb375290,0,0.999999985,4.56E-07,2.22E-06,2.14E-06,8.33E-05,3.18E-05,0.000699355,0.000186965,0.002665988
Zm00001eb375320,8.97E-06,0.625815387,9.38E-17,NA,NA,NA,0.00375666,NA,0.016576693,0.028190905
Zm00001eb375440,5.59E-07,0.646130196,0.008075354,NA,0.001153889,NA,NA,0.020006567,NA,NA
Zm00001eb375460,1.81E-05,0.614707099,6.81E-08,NA,0.007284932,0.029227365,0.040443952,NA,NA,NA
Zm00001eb375640,2.84E-05,0.605529314,9.80E-12,NA,NA,0.022929249,0.000446028,NA,NA,NA
Zm00001eb376130,1.24E-16,0.812438199,9.13E-08,NA,4.08E-07,NA,NA,NA,NA,0.000274017
Zm00001eb376150,3.61E-07,0.630806824,9.39E-16,0.000731825,NA,NA,0.01715835,NA,NA,NA
Zm00001eb376160,4.63E-10,0.747536422,2.59E-19,NA,NA,NA,7.57E-06,0.003408769,NA,NA
Zm00001eb376520,2.06E-06,0.647729389,5.40E-19,NA,NA,NA,0.002617038,0.008401828,0.011452116,NA
Zm00001eb376570,2.88E-50,0.926342924,2.28E-10,0.018800172,3.00E-06,NA,0.000182483,NA,NA,NA
Zm00001eb376650,1.98E-17,0.782056671,1.12E-12,NA,NA,NA,NA,0.025722391,1.67E-06,0.005592639
Zm00001eb376870,2.39E-07,0.670435242,1.36E-18,NA,3.98E-05,NA,NA,0.029138345,NA,NA
Zm00001eb376930,1.20E-13,0.776170595,6.88E-18,NA,NA,NA,NA,2.18E-05,5.04E-07,NA
Zm00001eb377050,1.20E-11,0.779738072,3.83E-15,NA,NA,NA,0.000368084,0.043816433,0.003078691,NA
Zm00001eb377150,8.21E-07,0.690522348,3.00E-21,NA,NA,0.013150883,0.000302363,0.005510399,NA,0.006240979
Zm00001eb377330,1.46E-05,0.624914615,1.08E-13,NA,0.000201987,NA,NA,NA,NA,0.024027873
Zm00001eb377430,7.00E-12,0.781089377,8.58E-19,NA,NA,NA,0.000462242,0.006419395,0.004097106,NA
Zm00001eb377470,4.20E-10,0.742119126,4.39E-16,NA,NA,NA,0.001286709,0.025424834,0.010141044,NA
Zm00001eb377500,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb377770,1.70E-06,0.642382868,0.001072702,NA,NA,0.008659718,0.007125263,NA,0.010574522,NA
Zm00001eb378380,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb378510,4.34E-18,0.847811048,0.043305112,0.001855203,5.21E-05,NA,0.000202684,NA,NA,NA
Zm00001eb378520,4.53E-14,0.753553215,9.49E-10,NA,NA,NA,NA,0.039711768,1.41E-05,0.011971913
Zm00001eb378870,2.40E-13,0.73084746,3.57E-08,0.003259635,NA,NA,0.002512254,NA,0.017469108,NA
Zm00001eb379240,5.90E-05,0.627838102,2.19E-22,0.009479816,NA,0.017051767,0.002377471,0.048373413,NA,NA
Zm00001eb379510,3.02E-14,0.772087943,1.85E-10,NA,1.08E-06,NA,NA,NA,NA,0.00275425
Zm00001eb379570,3.16E-17,0.822094889,2.85E-27,NA,NA,NA,8.49E-08,0.002606839,NA,NA
Zm00001eb380530,1.28E-15,0.81151654,3.75E-24,NA,2.48E-07,0.007276774,NA,NA,NA,NA
Zm00001eb380960,8.10E-14,0.795894253,1.93E-11,NA,2.42E-05,0.039428717,NA,NA,0.002248135,NA
Zm00001eb381250,6.16E-06,0.630896842,4.59E-08,NA,NA,0.024959232,0.004936879,NA,0.017367523,NA
Zm00001eb381280,2.62E-08,0.712107794,NA,NA,6.53E-05,0.016000879,NA,NA,NA,NA
Zm00001eb381490,7.69E-05,0.60125596,6.79E-12,NA,0.010959955,0.021327496,0.04531993,NA,NA,NA
Zm00001eb381600,1.83E-08,0.700761379,6.67E-16,0.046746432,NA,NA,4.82E-05,NA,NA,NA
Zm00001eb381880,3.22E-12,0.758829188,0.00023292,NA,NA,NA,0.001660223,0.019440096,0.016974676,NA
Zm00001eb381970,7.95E-10,0.718591461,8.96E-12,NA,9.56E-06,NA,NA,NA,NA,0.010432657
Zm00001eb382290,4.90E-05,0.613952139,1.47E-12,NA,NA,NA,0.001296184,NA,NA,0.019490725
Zm00001eb382460,8.44E-05,0.639346471,1.88E-09,0.017595246,NA,0.01750319,NA,0.021178143,0.011508021,0.026517785
Zm00001eb382660,1.56E-08,0.716710107,1.06E-15,NA,NA,NA,0.003681045,NA,0.026050923,0.020452804
Zm00001eb382740,7.83E-09,0.710793565,NA,0.002419918,3.19E-05,NA,0.000156657,NA,NA,0.047409712
Zm00001eb382790,7.61E-11,0.74678244,5.41E-05,NA,NA,NA,0.004607213,0.00592339,NA,NA
Zm00001eb383290,5.36E-09,0.681708238,1.14E-10,NA,NA,NA,NA,7.20E-05,NA,0.000216771
Zm00001eb383310,6.49E-07,0.716212418,NA,NA,0.002699825,0.010655037,NA,NA,NA,NA
Zm00001eb383410,5.17E-06,0.727435158,0.02181807,NA,0.023335829,0.027303818,0.039908781,0.03370441,NA,0.041403486
Zm00001eb383420,1.19E-07,0.651638429,0.004029369,NA,NA,0.004603309,NA,0.008329634,NA,NA
Zm00001eb383500,5.48E-15,0.745676054,0.012085735,NA,3.10E-05,NA,NA,NA,NA,0.001065424
Zm00001eb383830,0.00060609,0.601504977,3.66E-05,NA,0.012877479,0.005416697,0.01615458,NA,0.023147129,NA
Zm00001eb383930,1.25E-06,0.647642763,3.24E-17,NA,NA,NA,2.53E-05,0.008326686,NA,NA
Zm00001eb384280,2.22E-09,0.680621732,6.46E-08,NA,NA,NA,NA,NA,9.41E-05,0.029303325
Zm00001eb384320,0.000130608,0.632530786,0.038609734,NA,0.031215604,0.041434175,0.020453733,0.049631525,0.0155237,NA
Zm00001eb384540,4.84E-05,0.653575596,3.36E-11,0.028397928,NA,0.036108886,0.021850075,0.038231423,NA,0.041189765
Zm00001eb384710,2.66E-08,0.638411331,NA,NA,NA,NA,NA,NA,0.000374793,0.035882891
Zm00001eb384990,9.07E-07,0.625552141,4.86E-12,NA,0.00017126,0.007867729,NA,NA,NA,NA
Zm00001eb385110,1.63E-11,0.78715251,NA,NA,NA,NA,0.000707869,0.010203591,0.001308971,0.023981387
Zm00001eb385200,0,0.999999957,9.68E-07,3.86E-06,3.71E-06,0.000135289,5.28E-05,0.001066901,0.000297336,0.003859722
Zm00001eb385250,3.08E-11,0.76929533,1.62E-12,NA,NA,NA,0.001811016,0.008342569,0.016375492,NA
Zm00001eb385510,1.19E-12,0.749896401,5.36E-10,NA,2.74E-05,NA,NA,0.044941028,NA,0.033833815
Zm00001eb385570,3.39E-07,0.68375965,2.67E-15,NA,NA,NA,0.001168116,NA,0.006232924,0.035461665
Zm00001eb385740,3.11E-08,0.679541323,NA,0.000647432,0.001477473,NA,NA,NA,0.000750644,NA
Zm00001eb385810,2.56E-09,0.709824256,3.99E-08,NA,0.007983911,NA,0.001235337,0.000538208,NA,NA
Zm00001eb386220,3.89E-08,0.73324442,2.34E-18,0.004724832,NA,0.003848837,0.004379807,0.004905712,NA,NA
Zm00001eb386290,9.50E-06,0.61233864,1.75E-18,NA,0.000175743,NA,NA,NA,NA,0.030217456
Zm00001eb386550,2.57E-06,0.605472347,1.54E-10,0.038820353,NA,NA,0.009995182,NA,0.030762767,NA
Zm00001eb386570,9.32E-29,0.897637,NA,NA,NA,0.04359674,0.000372758,0.021542923,0.001110958,0.018644191
Zm00001eb386670,7.49E-13,0.777061126,1.72E-15,NA,2.29E-06,0.000741384,NA,NA,NA,NA
Zm00001eb387350,7.25E-11,0.73994809,1.52E-26,NA,NA,NA,3.30E-06,0.020021789,NA,NA
Zm00001eb387370,4.14E-15,0.797253951,1.87E-08,NA,NA,NA,0.003038997,0.004012287,0.039018752,NA
Zm00001eb387390,9.11E-10,0.70607888,0.036776724,NA,NA,NA,2.96E-05,0.010281172,NA,NA
Zm00001eb387670,4.16E-14,0.732172417,NA,NA,3.26E-06,NA,NA,NA,NA,0.015729907
Zm00001eb387930,1.12E-08,0.753149192,1.62E-12,0.023734078,0.013850136,0.021610644,NA,0.035353161,NA,NA
Zm00001eb388220,8.81E-11,0.786343977,8.14E-07,NA,0.002341777,0.041600571,0.036351036,NA,NA,NA
Zm00001eb388300,1.01E-12,0.778766899,1.18E-17,NA,NA,NA,1.47E-06,0.005128816,NA,NA
Zm00001eb388590,1.42E-07,0.695692654,3.76E-13,NA,NA,0.030066192,4.61E-05,NA,NA,NA
Zm00001eb388670,1.73E-12,0.813632024,2.90E-05,0.020553648,0.000134984,NA,0.001622254,NA,NA,NA
Zm00001eb388800,2.22E-07,0.642732757,1.51E-07,0.003159721,NA,0.021692363,0.010077669,0.042830098,NA,NA
Zm00001eb388840,3.50E-10,0.689991977,7.95E-08,NA,NA,0.012041507,3.43E-05,NA,NA,NA
Zm00001eb389380,8.42E-06,0.604252733,1.71E-10,NA,NA,NA,0.000326223,0.007794269,NA,NA
Zm00001eb389450,8.72E-06,0.606228062,7.05E-14,NA,0.000193559,0.021396336,NA,NA,NA,NA
